id,product_name,url,present_price,old_price,discount,manufacturer,raw_html_path,laptop_type,cpu,cpu_generation,disk_type,disk_size,ram_gb,max_ram_slot,screen_size,screen_resolution,screen_ratio,screen_refresh_rate,gpu_type,gpu_model,weight_kg,ports,special_features,release_year
174,"Laptop Lenovo ThinkBook 15 G5 IRL i7 1355U/16GB/512GB/15.6""F/Win11 (21JD002AVN)",https://www.thegioididong.com/laptop/lenovo-thinkbook-15-g5-irl-i7-121jd002avn,22490000,25990000,0.13,lenovo,data/raw_htmls/tgdd/lenovo_29.html,normal,"i7, 1355U, 1.7GHz",11,SSD NVMe PCIe,512,16,1,15.6,1920 x 1080,16:9,60,integrated,Intel Iris Xe,1.7,"HDMI, LAN (RJ45), 1 x USB 3.2 (Always on), 1 x USB 3.2, Jack tai nghe 3.5 mm, 1 x Thunderbolt 4 / USB 4, 1 x USB Type-C",Có đèn bàn phím,2023
175,Laptop Lenovo V14 G3 ABA R5 5625U/8GB/512GB/Win11 (82TU006SVN),https://www.thegioididong.com/laptop/lenovo-v14-g3-aba-r5-82tu006svn,9990000,13190000,0.24,lenovo,data/raw_htmls/tgdd/lenovo_3.html,normal,"Ryzen 5, 5625U, 2.30 GHz",5,SSD NVMe PCIe,512,8,1,14.0,1920 x 1080,16:9,60,integrated,Radeon,1.43,"HDMI, LAN (RJ45), 1 x USB 2.0, 1 x USB 3.2, Jack tai nghe 3.5 mm, USB Type-C",Windows 11 Home SL,2023
176,Laptop Lenovo Ideapad 5 Pro 14IAP7 i7 1260P/16GB/512GB/Win11(82SH002SVN),https://www.thegioididong.com/laptop/lenovo-ideapad-5-pro-14iap7-i7-82sh002svn,21990000,27990000,0.21,lenovo,data/raw_htmls/tgdd/lenovo_30.html,normal,"i7, 1260P, 2.1GHz",12,SSD NVMe PCIe,512,16,1,14.0,2880 x 1800,16:10,90,integrated,Intel Iris Xe,1.42,"HDMI, 2 x USB Type-C, 1 x USB 3.2 (Always on), 1 x USB 3.2, Jack tai nghe 3.5 mm",Có đèn bàn phím,2022
177,Laptop Lenovo ThinkBook 14 G4 IAP i5 1240P/8GB/512GB/Win11 (21DH00B5VN),https://www.thegioididong.com/laptop/lenovo-thinkbook-14-g4-iap-i5-21dh00b5vn,17190000,23690000,0.27,lenovo,data/raw_htmls/tgdd/lenovo_32.html,normal,"i5, 1240P, 1.7GHz",12,SSD NVMe PCIe,512,8,1,14.0,1920 x 1080,16:9,60,integrated,Intel UHD,1.4,"Thunderbolt 4, HDMI, LAN (RJ45), USB Type-C, USB 3.2, Jack tai nghe 3.5 mm",Đèn bàn phím,2022
178,Laptop Lenovo ThinkBook 15 G5 IRL i5 1355U/16GB/512GB/Win11 (21JD002FVN),https://www.thegioididong.com/laptop/lenovo-thinkbook-15-g5-irl-i5-21jd002fvn,18990000,22590000,0.16,lenovo,data/raw_htmls/tgdd/lenovo_31.html,normal,"i5, 1335U, 1.3GHz",13,SSD,512,16,1,15.6,1920 x 1080,16:9,60,integrated,Intel Iris Xe,1.7,"HDMI, LAN (RJ45), 1 x USB 3.2 (Always on), 1 x USB 3.2, Jack tai nghe 3.5 mm, 1 x Thunderbolt 4 / USB 4 (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.4), 1 x USB Type-C (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.4)",Có đèn bàn phím,2023
179,Laptop Lenovo V15 G4 IRU i5 1335U/16GB/512GB/Win11 (83A1000LVN),https://www.thegioididong.com/laptop/lenovo-v15-g4-iru-i5-83a1000lvn,14990000,17990000,0.17,lenovo,data/raw_htmls/tgdd/lenovo_33.html,normal,"i5, 1335U, 1.3GHz",13,SSD,512,16,1,15.6,1920 x 1080,16:9,60,integrated,Intel Iris Xe,1.67,"HDMI, LAN (RJ45), 1 x USB 2.0, 1 x USB 3.2, Jack tai nghe 3.5 mm, USB Type-C","Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng, Hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.2",2023
180,Laptop Lenovo Ideapad 3 14ABA7 R5 5625U/8GB/256GB/Win11 (82RM003WVN),https://www.thegioididong.com/laptop/lenovo-ideapad-3-14aba7-r5-82rm003wvn,11490000,14890000,0.23,lenovo,data/raw_htmls/tgdd/lenovo_34.html,normal,"Ryzen 5, 5625U, 2.30 GHz",5,SSD,256,8,1,14.0,1920 x 1080,16:9,60,integrated,Radeon,1.43,"HDMI, 1 x USB 2.0, 1 x USB 3.2, Jack tai nghe 3.5 mm, USB Type-C","tháo ổ cứng SSD NVMe PCIe, hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.2",2022
181,Laptop Lenovo V15 G3 ABA R5 5625U/8GB/512GB/Win11 (82TV008HVN),https://www.thegioididong.com/laptop/lenovo-v15-g3-aba-r5-82tv008hvn,10490000,13990000,0.25,lenovo,data/raw_htmls/tgdd/lenovo_36.html,normal,"Ryzen 5, 5625U, 2.30 GHz",5,SSD,512,8,1,15.6,1920 x 1080,16:9,60,integrated,Radeon,1.7,"HDMI, LAN (RJ45), 1 x USB 2.0, 1 x USB 3.2, Jack tai nghe 3.5 mm, USB Type-C",Windows 11 Home SL,2023
182,Laptop Lenovo V14 G4 IRU i3 1315U/8GB/512GB/Win11 (83A0000TVN),https://www.thegioididong.com/laptop/lenovo-v14-g4-iru-i3-win11-83a0000tvn,10990000,13690000,0.2,lenovo,data/raw_htmls/tgdd/lenovo_35.html,normal,"i3, 1315U, 1.2GHz",11,SSD,512,8,2,14.0,1920 x 1080,16:9,60,integrated,Intel UHD,1.41,"HDMI, LAN (RJ45), 1 x USB 2.0, 1 x USB 3.2, Jack tai nghe 3.5 mm, USB Type-C","Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng, Windows 11 Home SL",2023
183,Laptop Lenovo Ideapad 3 15IAU7 i3 1215U/8GB/512GB/Win11 (82RK00QYVN),https://www.thegioididong.com/laptop/lenovo-ideapad-3-15iau7-i3-82rk00qyvn,9490000,11790000,0.2,lenovo,data/raw_htmls/tgdd/lenovo_37.html,normal,"i3, 1215U, 1.2GHz",12,SSD,512,8,1,15.6,1920 x 1080,16:9,60,integrated,Intel UHD,1.63,"HDMI, 1 x USB 2.0, 1 x USB 3.2, Jack tai nghe 3.5 mm, 1x USB-C 3.2",Windows 11 Home SL,2023
184,Laptop Lenovo IdeaPad Slim 5 Light 14ABR8 R5 7530U/16GB/512GB/Win11 (82XS002KVN),https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-light-14abr8-r5-82xs002kvn,14990000,17990000,0.17,lenovo,data/raw_htmls/tgdd/lenovo_4.html,normal,"Ryzen 5, 7530U, 2GHz",5,SSD NVMe PCIe Gen 4.0,512,16,1,14.0,1920 x 1080,16:9,60,integrated,Radeon,1.17,"HDMI, 2 x USB 3.2, Jack tai nghe 3.5 mm, USB Type-C",Có đèn bàn phím,2023
185,Laptop Lenovo Ideapad 3 15ITL6 i3 1115G4/8GB/512GB/Win11 (82H803SFVN),https://www.thegioididong.com/laptop/lenovo-ideapad-3-15itl6-i3-82h803sfvn,8890000,11290000,0.21,lenovo,data/raw_htmls/tgdd/lenovo_5.html,normal,"i3, 1115G4, 3GHz",11,SSD NVMe PCIe,512,8,1,15.6,1920 x 1080,16:9,60,integrated,Intel UHD,1.65,"USB Type-C, HDMI, USB 2.0, USB 3.2, Jack tai nghe 3.5 mm","Ổ cứng có thể tháo ra, lắp thanh khác, Hệ điều hành Windows 11 Home SL",2023
186,Laptop Lenovo Ideapad 1 15ALC7 R7 5700U/16GB/512GB/Win11 (82R400C1VN),https://www.thegioididong.com/laptop/lenovo-ideapad-1-15alc7-r7-82r400c1vn,12990000,13990000,0.07,lenovo,data/raw_htmls/tgdd/lenovo_6.html,normal,"Ryzen 7, 5700U, 1.8GHz",7,SSD NVMe PCIe,512,16,1,15.6,1920 x 1080,16:9,60,integrated,Radeon,1.61,"USB Type-C, HDMI, USB 2.0, USB 3.2, Jack tai nghe 3.5 mm",,2023
187,Laptop Lenovo Ideapad 5 15IAL7 i5 1235U/8GB/512GB/Win11 (82SF005HVN),https://www.thegioididong.com/laptop/lenovo-ideapad-5-15ial7-i5-82sf005hvn,13990000,19490000,0.28,lenovo,data/raw_htmls/tgdd/lenovo_8.html,normal,"i5, 1235U, 1.3GHz",12,SSD,512,8,1,15.6,1920 x 1080,16:9,60,integrated,Intel Iris Xe,1.85,"2 x USB Type-C 3.2, HDMI, 1 x USB 3.2, Jack tai nghe 3.5 mm",Có đèn bàn phím,2022
188,Laptop Lenovo Ideapad 3 15IAU7 i3 1215U/8GB/512GB/Win11 (82RK001MVN),https://www.thegioididong.com/laptop/lenovo-ideapad-3-15iau7-i3-82rk001mvn,9490000,14690000,0.35,lenovo,data/raw_htmls/tgdd/lenovo_7.html,normal,"i3, 1215U, 1.2GHz",10,SSD,512,8,1,15.6,1920 x 1080,16:9,60,integrated,Intel UHD,1.63,"HDMI, 1 x USB 2.0, 1 x USB 3.2, Jack tai nghe 3.5 mm, USB Type-C",windows 11,2022
190,Laptop MSI Modern 14 C11M i3 1115G4/8GB/512GB/Win11 (011VN),https://www.thegioididong.com/laptop/msi-modern-14-c11m-i3-011vn,9490000,11990000,0.21,msi,data/raw_htmls/tgdd/msi_0.html,normal,"i3, 1115G4, 3GHz",11,SSD,512,8,1,14.0,1920 x 1080,16:9,60,integrated,Intel UHD,1.4,"USB Type-C 3.2, HDMI, USB 2.0, USB 3.2, Jack tai nghe 3.5 mm",Có đèn bàn phím,2022
191,Laptop MSI Modern 15 B12MO i5 1235U/16GB/512GB/Win11 (628VN),https://www.thegioididong.com/laptop/msi-modern-15-b12mo-i5-628vn,13990000,14490000,0.03,msi,data/raw_htmls/tgdd/msi_11.html,normal,"i5, 1235U, 1.3GHz",12,SSD NVMe PCIe,512,16,1,15.6,1920 x 1080,16:9,60,integrated,Intel Iris Xe,1.7,"USB Type-C, HDMI, USB 2.0, USB 3.2, Jack tai nghe 3.5 mm",Có đèn bàn phím,2023
192,Laptop MSI Modern 15 B12MO i5 1235U/8GB/512GB/Win11 (625VN),https://www.thegioididong.com/laptop/msi-modern-15-b12mo-i5-625vn,12990000,13990000,0.07,msi,data/raw_htmls/tgdd/msi_1.html,normal,"i5, 1235U, 1.3GHz",12,SSD,512,8,1,15.6,1920 x 1080,16:9,60,integrated,Intel Iris Xe,1.7,"1 x USB Type-C (hỗ trợ USB, Power Delivery và DisplayPort), HDMI, 2 x USB 2.0, 1 x USB 3.2, Jack tai nghe 3.5 mm",Có đèn bàn phím,2023
193,Laptop MSI Gaming GF63 Thin 11SC i5 11400H/8GB/512GB/4GB GTX1650/144Hz/Win11 (664VN),https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-11sc-i5-664vn,16340000,16490000,0.01,msi,data/raw_htmls/tgdd/msi_10.html,normal,"i5, 11400H, 2.7GHz",11,SSD,512,8,2,15.6,1920 x 1080,16:9,144,dedicated,NVIDIA GTX 1650 Max-Q 4GB,1.86,"HDMI, LAN (RJ45), USB Type-C, 3 x USB 3.2, Jack tai nghe 3.5 mm",Có đèn bàn phím,2022
194,Laptop MSI Modern 14 C7M R5 7530U/8GB/512GB/Win11 (083VN),https://www.thegioididong.com/laptop/msi-modern-14-c7m-r5-083vn,10990000,13990000,0.21,msi,data/raw_htmls/tgdd/msi_12.html,normal,"Ryzen 5, 7530U, 2GHz",5,SSD NVMe PCIe,512,8,1,14.0,1920 x 1080,16:9,60,integrated,Radeon,1.4,"USB Type-C 3.2, HDMI, USB 2.0, USB 3.2, Jack tai nghe 3.5 mm",đèn bàn phím,2023
196,Laptop MSI Gaming Katana 15 B13VEK i7 13620H/8GB/512GB/6GB RTX4050/144Hz/Balo/Win11 (252VN),https://www.thegioididong.com/laptop/msi-gaming-katana-15-b13vek-i7-252vn,26190000,27990000,0.06,msi,data/raw_htmls/tgdd/msi_16.html,normal,"i7, 13620H, 2.4GHz",13,SSD,512,8,1,15.6,1920 x 1080,16:9,144,dedicated,nvidia RTX 4050,2.25,"USB Type-C, HDMI, LAN (RJ45), USB 2.0, USB 3.2, Jack tai nghe 3.5 mm",Có đèn bàn phím,2022
199,Laptop MSI Modern 14 C13M i7 1355U/16GB/512GB/Win11 (607VN),https://www.thegioididong.com/laptop/msi-modern-14-c13m-i7-607vn,19390000,21490000,0.1,msi,data/raw_htmls/tgdd/msi_18.html,normal,"i7, 1355U, 1.7GHz",10,SSD,512,16,1,14.0,1920 x 1080,16:9,60,integrated,Intel Iris Xe,1.4,"USB Type-C, HDMI, USB 2.0, USB 3.2, Jack tai nghe 3.5 mm",Có đèn bàn phím,2023
201,Laptop MSI Gaming Cyborg 15 A12UCX i5 12450H/8GB/512GB/4GB RTX2050/144Hz/Balo/Win11 (281VN),https://www.thegioididong.com/laptop/msi-gaming-cyborg-15-a12ucx-i5-281vn,17490000,18990000,0.08,msi,data/raw_htmls/tgdd/msi_19.html,normal,"i5, 12450H, 2GHz",12,SSD,512,8,1,15.6,1920 x 1080,16:9,144,dedicated,NVIDIA RTX 2050 4GB,1.98,"USB Type-C (USB 3.2, DisplayPort), HDMI, LAN (RJ45), 2 x USB 3.2, Jack tai nghe 3.5 mm",Có đèn bàn phím,2023
202,Laptop MSI Modern 15 B12MO i7 1255U/16GB/512GB/Win11 (487VN),https://www.thegioididong.com/laptop/msi-modern-15-b12mo-i7-487vn,17490000,19490000,0.1,msi,data/raw_htmls/tgdd/msi_20.html,normal,"i7, 1255U, 1.7GHz",12,SSD NVMe PCIe,512,16,1,15.6,1920 x 1080,16:9,60,integrated,Intel Iris Xe,1.7,"1 x USB Type-C (hỗ trợ USB, Power Delivery và DisplayPort), HDMI, 2 x USB 2.0, 1 x USB 3.2, Jack tai nghe 3.5 mm",Có đèn bàn phím,2023
203,Laptop MSI Modern 15 B13M i5 1335U/8GB/512GB/Win11 (438VN),https://www.thegioididong.com/laptop/msi-modern-15-b13m-i5-438vn,15990000,18490000,0.14,msi,data/raw_htmls/tgdd/msi_21.html,normal,"i5, 1335U, 1.3GHz",10,SSD NVMe PCIe,512,8,1,15.6,1920 x 1080,16:9,60,integrated,Intel Iris Xe,1.7,"USB Type-C (USB 3.2, DisplayPort), HDMI, 2 x USB 2.0, 1 x USB 3.2, 3.5 mm headphone jack",backlit keyboard,2023
204,Laptop MSI Gaming Bravo 15 B7ED R5 7535HS/16GB/512GB/4GB RX6550M/144Hz/Win11 (010VN),https://www.thegioididong.com/laptop/msi-bravo-15-b7ed-r5-010vn,16990000,18490000,0.08,msi,data/raw_htmls/tgdd/msi_3.html,normal,"Ryzen 5, 7535HS, 3.3GHz",7,SSD,512,16,2,15.6,1920 x 1080,16:9,144,dedicated,AMD RX 6550M,2.25,"USB Type-C (3.2, DisplayPort), HDMI, LAN (RJ45), USB 2.0, 2 x USB 3.2, 3.5 mm headphone jack",backlit keyboard,2023
205,Laptop MSI Modern 15 B7M R5 7530U/16GB/512GB/Win11 (231VN),https://www.thegioididong.com/laptop/msi-modern-15-b7m-r5-231vn,13990000,14990000,0.07,msi,data/raw_htmls/tgdd/msi_4.html,normal,"Ryzen 5, 7530U, 2GHz",7,SSD NVMe PCIe,512,16,1,15.6,1920 x 1080,16:9,60,integrated,Radeon,1.75,"USB Type-C, HDMI, USB 2.0, USB 3.2, Jack tai nghe 3.5 mm",Có đèn bàn phím,2023
209,Laptop MSI Gaming Katana GF66 12UCK i7 12650H/8GB/512GB/4GB RTX3050/144Hz/Balo/Win11 (804VN),https://www.thegioididong.com/laptop/msi-gaming-gf66-12uck-i7-804vn,21790000,27490000,0.21,msi,data/raw_htmls/tgdd/msi_8.html,normal,"i7, 12650H, 2.30 GHz",12,SSD,512,8,1,15.6,1920 x 1080,16:9,144,dedicated,nvidia RTX 3050,2.25,"HDMI, LAN (RJ45), USB Type-C, 1 x USB 2.0, 2 x USB 3.2, Jack tai nghe 3.5 mm",Có đèn bàn phím,2022
210,Laptop MSI Modern 15 B7M R7 7730U/16GB/512GB/Win11 (238VN),https://www.thegioididong.com/laptop/msi-modern-15-b7m-r7-238vn,15990000,16990000,0.06,msi,data/raw_htmls/tgdd/msi_9.html,normal,"Ryzen 7, 7730U, 2GHz",7,SSD,512,16,1,15.6,1920 x 1080,16:9,60,integrated,Radeon,1.75,"1 x USB Type-C (chỉ hỗ trợ Power Delivery), HDMI, 2 x USB 2.0, 1 x USB 3.2, Jack tai nghe 3.5 mm",Có đèn bàn phím,2023
